digit_strings,msg_length,contains_currency,keyword_count,spam
0,144,FALSE,2,FALSE
0,301,FALSE,1,FALSE
0,60,FALSE,0,FALSE
0,43,FALSE,0,FALSE
0,42,FALSE,0,FALSE
1,150,FALSE,4,TRUE
0,23,FALSE,0,FALSE
0,32,FALSE,1,FALSE
0,31,FALSE,0,FALSE
1,156,FALSE,5,TRUE
0,48,FALSE,0,FALSE
0,26,FALSE,0,FALSE
0,81,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,116,FALSE,0,FALSE
0,57,FALSE,0,FALSE
0,103,FALSE,0,FALSE
0,119,FALSE,3,FALSE
0,222,FALSE,0,FALSE
0,205,FALSE,1,FALSE
0,115,FALSE,0,FALSE
4,159,TRUE,6,TRUE
0,40,FALSE,0,FALSE
0,37,FALSE,0,FALSE
0,49,FALSE,0,FALSE
0,78,FALSE,0,FALSE
0,61,FALSE,0,FALSE
0,169,FALSE,0,FALSE
0,52,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,153,FALSE,2,FALSE
0,76,FALSE,0,FALSE
0,31,FALSE,0,FALSE
0,96,FALSE,0,FALSE
0,25,FALSE,0,FALSE
1,50,FALSE,0,TRUE
0,36,FALSE,0,FALSE
0,30,FALSE,0,FALSE
1,108,TRUE,5,TRUE
0,67,FALSE,1,FALSE
3,160,FALSE,2,TRUE
0,49,FALSE,1,FALSE
1,163,FALSE,1,TRUE
0,25,FALSE,0,FALSE
3,138,TRUE,4,TRUE
0,249,FALSE,1,FALSE
0,26,FALSE,0,FALSE
0,28,FALSE,0,FALSE
0,38,FALSE,0,FALSE
0,70,FALSE,0,FALSE
0,151,FALSE,2,FALSE
0,25,FALSE,0,FALSE
0,81,FALSE,0,FALSE
4,158,FALSE,3,TRUE
0,26,FALSE,0,FALSE
0,74,FALSE,0,FALSE
0,90,FALSE,0,FALSE
0,59,FALSE,0,FALSE
0,37,FALSE,0,FALSE
0,77,FALSE,1,FALSE
0,48,FALSE,0,FALSE
0,105,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,70,FALSE,0,FALSE
0,23,FALSE,1,FALSE
0,122,FALSE,0,FALSE
0,95,FALSE,0,FALSE
0,71,FALSE,0,FALSE
0,74,FALSE,1,FALSE
0,43,FALSE,0,FALSE
0,18,FALSE,0,FALSE
0,14,FALSE,0,FALSE
0,46,FALSE,0,FALSE
0,58,FALSE,0,FALSE
0,106,FALSE,0,FALSE
2,165,TRUE,3,TRUE
0,48,FALSE,0,FALSE
0,118,FALSE,0,FALSE
0,159,FALSE,0,FALSE
0,80,FALSE,1,FALSE
0,143,FALSE,0,FALSE
0,63,FALSE,0,FALSE
0,72,FALSE,0,FALSE
2,176,FALSE,4,TRUE
0,30,FALSE,1,FALSE
0,30,FALSE,0,FALSE
0,149,FALSE,0,FALSE
0,84,FALSE,0,FALSE
0,38,FALSE,0,FALSE
0,45,FALSE,1,FALSE
0,46,FALSE,0,FALSE
2,162,FALSE,1,TRUE
0,51,FALSE,0,FALSE
0,299,FALSE,0,FALSE
1,160,FALSE,2,TRUE
0,126,FALSE,0,FALSE
0,52,FALSE,0,FALSE
0,29,FALSE,0,FALSE
0,35,FALSE,0,FALSE
0,47,FALSE,0,FALSE
0,82,FALSE,0,FALSE
0,29,FALSE,0,FALSE
0,91,FALSE,0,FALSE
0,19,FALSE,0,FALSE
0,55,FALSE,0,FALSE
0,56,FALSE,1,FALSE
0,46,FALSE,1,FALSE
1,147,FALSE,5,TRUE
0,41,FALSE,0,FALSE
0,108,FALSE,0,FALSE
0,51,FALSE,0,FALSE
0,121,FALSE,0,FALSE
1,161,FALSE,2,TRUE
0,33,FALSE,1,FALSE
0,35,FALSE,0,FALSE
0,33,FALSE,2,FALSE
0,17,FALSE,0,FALSE
0,68,FALSE,0,FALSE
0,56,FALSE,0,FALSE
0,44,FALSE,0,FALSE
0,24,FALSE,0,FALSE
0,150,FALSE,2,FALSE
0,22,FALSE,0,FALSE
0,24,FALSE,0,FALSE
0,41,FALSE,0,FALSE
4,171,TRUE,6,TRUE
0,118,FALSE,0,FALSE
0,63,FALSE,0,FALSE
0,167,FALSE,0,FALSE
0,25,FALSE,0,FALSE
0,137,FALSE,1,FALSE
0,100,FALSE,0,FALSE
0,46,FALSE,0,FALSE
0,24,FALSE,0,FALSE
0,26,FALSE,0,FALSE
1,149,TRUE,3,TRUE
0,27,FALSE,0,FALSE
0,147,FALSE,3,TRUE
0,90,FALSE,1,TRUE
0,169,FALSE,1,FALSE
0,118,FALSE,1,FALSE
0,47,FALSE,0,FALSE
0,27,FALSE,0,FALSE
0,29,FALSE,0,FALSE
0,33,FALSE,0,FALSE
2,146,TRUE,4,TRUE
0,58,FALSE,1,FALSE
2,161,TRUE,5,TRUE
0,43,FALSE,0,FALSE
0,112,FALSE,1,TRUE
0,37,FALSE,0,FALSE
4,147,FALSE,1,TRUE
0,51,FALSE,0,FALSE
0,34,FALSE,0,FALSE
0,16,FALSE,0,FALSE
0,178,FALSE,1,FALSE
0,161,FALSE,0,FALSE
0,64,FALSE,0,FALSE
0,85,FALSE,0,FALSE
0,85,FALSE,0,FALSE
0,58,FALSE,1,FALSE
0,97,FALSE,4,TRUE
0,170,FALSE,0,FALSE
0,77,FALSE,0,FALSE
0,48,FALSE,0,FALSE
0,131,FALSE,0,FALSE
0,24,FALSE,0,FALSE
0,150,FALSE,0,FALSE
0,33,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,102,FALSE,0,FALSE
0,282,FALSE,0,FALSE
0,55,FALSE,0,FALSE
0,121,FALSE,0,FALSE
0,139,FALSE,0,FALSE
0,136,TRUE,0,FALSE
0,67,FALSE,0,FALSE
0,41,FALSE,0,FALSE
0,41,FALSE,0,FALSE
0,71,FALSE,0,FALSE
0,161,FALSE,2,FALSE
0,27,FALSE,1,FALSE
0,33,FALSE,0,FALSE
0,52,FALSE,0,FALSE
2,161,TRUE,4,TRUE
0,147,FALSE,0,FALSE
0,104,FALSE,5,FALSE
0,46,FALSE,0,FALSE
0,143,FALSE,0,FALSE
0,93,FALSE,0,FALSE
0,27,FALSE,0,FALSE
0,135,FALSE,0,FALSE
0,38,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,23,FALSE,1,FALSE
0,34,FALSE,0,FALSE
1,70,FALSE,4,TRUE
0,110,FALSE,0,FALSE
0,37,FALSE,0,FALSE
2,101,TRUE,4,TRUE
0,141,FALSE,0,FALSE
0,52,FALSE,0,FALSE
0,47,FALSE,0,FALSE
1,150,FALSE,6,TRUE
0,64,FALSE,0,FALSE
0,96,FALSE,1,FALSE
0,70,FALSE,0,FALSE
0,111,FALSE,0,FALSE
0,54,FALSE,0,FALSE
0,28,FALSE,0,FALSE
0,35,FALSE,1,FALSE
2,128,TRUE,3,TRUE
2,143,FALSE,2,TRUE
4,149,FALSE,1,TRUE
0,25,FALSE,0,FALSE
0,148,FALSE,0,FALSE
0,25,FALSE,0,FALSE
0,30,FALSE,0,FALSE
2,87,FALSE,2,TRUE
0,88,FALSE,1,FALSE
0,39,FALSE,0,FALSE
0,105,FALSE,1,FALSE
0,60,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,26,FALSE,0,FALSE
2,136,FALSE,2,TRUE
0,88,FALSE,0,FALSE
0,20,FALSE,0,FALSE
0,67,FALSE,0,FALSE
2,141,FALSE,2,TRUE
0,157,FALSE,1,FALSE
0,23,FALSE,0,FALSE
0,108,FALSE,0,FALSE
0,66,FALSE,1,FALSE
0,148,FALSE,0,FALSE
0,138,FALSE,0,FALSE
0,26,FALSE,0,FALSE
0,61,FALSE,0,FALSE
0,104,FALSE,0,FALSE
0,38,FALSE,0,FALSE
0,59,FALSE,0,FALSE
0,88,FALSE,0,FALSE
0,59,FALSE,0,FALSE
0,124,FALSE,0,FALSE
0,68,FALSE,0,FALSE
0,67,FALSE,0,FALSE
0,103,FALSE,0,FALSE
1,131,FALSE,4,TRUE
2,151,TRUE,1,TRUE
0,36,FALSE,0,FALSE
0,9,FALSE,0,FALSE
0,63,FALSE,0,FALSE
0,59,TRUE,1,FALSE
1,144,FALSE,7,TRUE
0,21,FALSE,0,FALSE
0,101,FALSE,0,FALSE
0,52,FALSE,0,FALSE
0,37,FALSE,0,FALSE
0,54,FALSE,0,FALSE
0,89,FALSE,0,FALSE
0,134,FALSE,0,FALSE
0,37,FALSE,1,FALSE
0,38,FALSE,0,FALSE
0,128,TRUE,0,FALSE
0,93,FALSE,0,FALSE
0,81,FALSE,0,FALSE
3,137,FALSE,1,TRUE
0,36,FALSE,0,FALSE
1,98,FALSE,4,TRUE
0,67,FALSE,0,FALSE
0,120,FALSE,0,FALSE
0,66,FALSE,0,FALSE
0,27,FALSE,0,FALSE
0,29,FALSE,0,FALSE
0,46,FALSE,0,FALSE
0,158,FALSE,1,FALSE
0,37,FALSE,0,FALSE
0,95,FALSE,1,FALSE
3,60,FALSE,1,TRUE
0,141,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,58,FALSE,0,FALSE
0,44,FALSE,0,FALSE
0,62,FALSE,0,FALSE
0,57,FALSE,1,FALSE
0,55,FALSE,0,FALSE
0,38,FALSE,0,FALSE
0,26,FALSE,0,FALSE
0,22,FALSE,1,FALSE
0,37,FALSE,0,FALSE
2,94,FALSE,3,TRUE
1,155,TRUE,4,TRUE
0,154,FALSE,1,FALSE
0,47,FALSE,0,FALSE
0,35,FALSE,0,FALSE
0,81,FALSE,0,FALSE
0,70,FALSE,0,FALSE
0,25,FALSE,0,FALSE
0,109,FALSE,1,FALSE
0,47,FALSE,0,FALSE
0,31,FALSE,0,FALSE
0,23,FALSE,0,FALSE
1,159,FALSE,4,TRUE
0,88,FALSE,0,FALSE
0,31,FALSE,0,FALSE
0,144,FALSE,0,FALSE
0,170,FALSE,1,FALSE
0,43,FALSE,0,FALSE
2,112,FALSE,2,TRUE
0,19,FALSE,0,FALSE
3,110,FALSE,0,FALSE
0,77,FALSE,0,FALSE
0,74,FALSE,0,FALSE
0,93,FALSE,0,FALSE
0,37,FALSE,0,FALSE
0,55,FALSE,0,FALSE
0,79,TRUE,0,FALSE
0,31,FALSE,0,FALSE
0,41,FALSE,3,FALSE
0,30,FALSE,0,FALSE
0,23,FALSE,1,FALSE
0,78,FALSE,0,FALSE
0,110,FALSE,0,FALSE
0,76,FALSE,1,FALSE
0,77,FALSE,0,FALSE
0,31,FALSE,0,FALSE
0,50,FALSE,0,FALSE
0,156,FALSE,3,TRUE
1,161,FALSE,5,TRUE
0,317,FALSE,2,FALSE
0,196,FALSE,0,FALSE
1,38,FALSE,0,TRUE
0,126,FALSE,0,FALSE
0,49,FALSE,0,FALSE
0,40,FALSE,0,FALSE
5,164,TRUE,4,TRUE
1,122,FALSE,2,FALSE
3,148,TRUE,5,TRUE
0,163,FALSE,2,FALSE
0,30,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,26,FALSE,1,FALSE
0,41,FALSE,0,FALSE
0,227,FALSE,1,FALSE
0,71,FALSE,0,FALSE
0,141,FALSE,0,FALSE
0,48,FALSE,0,FALSE
0,64,FALSE,0,FALSE
0,18,FALSE,0,FALSE
0,102,FALSE,1,TRUE
0,42,FALSE,0,FALSE
0,81,FALSE,1,FALSE
0,138,FALSE,2,FALSE
0,104,FALSE,0,FALSE
0,30,FALSE,0,FALSE
0,52,FALSE,0,FALSE
2,150,TRUE,5,TRUE
0,26,FALSE,0,FALSE
0,150,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,63,FALSE,0,FALSE
0,182,TRUE,0,FALSE
0,35,FALSE,1,FALSE
0,48,FALSE,0,FALSE
0,41,FALSE,0,FALSE
0,111,FALSE,0,FALSE
2,133,TRUE,2,TRUE
0,102,FALSE,0,FALSE
0,43,FALSE,0,FALSE
0,103,FALSE,0,TRUE
0,66,FALSE,0,TRUE
0,28,FALSE,0,FALSE
0,32,FALSE,0,FALSE
0,83,FALSE,0,FALSE
0,24,FALSE,0,FALSE
0,60,FALSE,0,FALSE
0,134,FALSE,0,FALSE
0,34,FALSE,0,FALSE
0,96,FALSE,2,FALSE
1,97,TRUE,1,TRUE
0,136,FALSE,0,FALSE
1,162,TRUE,4,TRUE
0,152,FALSE,1,FALSE
0,74,FALSE,0,FALSE
2,152,TRUE,3,TRUE
0,104,FALSE,1,FALSE
0,23,FALSE,1,FALSE
0,52,FALSE,0,FALSE
0,138,FALSE,0,FALSE
0,59,FALSE,0,FALSE
0,90,FALSE,0,FALSE
0,82,FALSE,0,FALSE
0,58,FALSE,0,FALSE
0,27,FALSE,0,FALSE
0,33,FALSE,0,FALSE
0,146,FALSE,0,FALSE
0,121,FALSE,0,FALSE
0,144,FALSE,1,FALSE
0,24,FALSE,0,FALSE
0,137,FALSE,1,FALSE
0,95,FALSE,0,FALSE
0,9,FALSE,0,FALSE
2,100,FALSE,2,TRUE
0,66,FALSE,0,FALSE
0,72,FALSE,0,FALSE
0,118,FALSE,0,FALSE
0,130,FALSE,2,TRUE
3,159,TRUE,3,TRUE
0,29,FALSE,0,FALSE
0,151,FALSE,0,FALSE
0,32,FALSE,0,FALSE
0,73,FALSE,0,FALSE
0,71,FALSE,0,FALSE
0,95,FALSE,0,FALSE
0,49,FALSE,0,FALSE
2,161,FALSE,4,TRUE
0,97,FALSE,0,FALSE
0,32,FALSE,1,FALSE
0,42,FALSE,0,FALSE
1,155,TRUE,3,TRUE
0,72,FALSE,0,FALSE
2,163,FALSE,3,TRUE
3,144,TRUE,6,TRUE
0,26,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,49,FALSE,0,FALSE
0,34,FALSE,0,FALSE
0,45,FALSE,0,FALSE
0,48,FALSE,0,FALSE
0,27,FALSE,0,FALSE
0,113,FALSE,0,FALSE
1,151,TRUE,3,TRUE
0,20,FALSE,0,FALSE
1,134,FALSE,3,TRUE
0,49,FALSE,0,FALSE
0,108,FALSE,0,FALSE
0,39,FALSE,0,FALSE
0,28,FALSE,0,FALSE
0,128,FALSE,0,FALSE
0,132,FALSE,0,FALSE
0,24,FALSE,1,FALSE
1,157,FALSE,4,TRUE
2,162,FALSE,1,TRUE
0,26,FALSE,0,FALSE
0,43,FALSE,0,FALSE
0,28,FALSE,0,FALSE
0,23,FALSE,0,FALSE
0,99,FALSE,0,FALSE
0,90,FALSE,1,FALSE
2,148,FALSE,4,TRUE
0,131,FALSE,0,FALSE
1,153,FALSE,7,TRUE
0,216,FALSE,0,FALSE
0,27,FALSE,1,FALSE
0,67,FALSE,0,FALSE
1,150,FALSE,4,TRUE
0,373,TRUE,1,FALSE
1,156,FALSE,3,TRUE
2,163,TRUE,5,TRUE
0,83,FALSE,0,FALSE
0,74,FALSE,0,FALSE
0,77,FALSE,0,FALSE
1,154,FALSE,2,TRUE
0,25,FALSE,0,FALSE
0,232,FALSE,0,FALSE
0,88,FALSE,0,FALSE
0,73,FALSE,2,FALSE
0,106,FALSE,0,FALSE
2,161,TRUE,5,TRUE
0,55,FALSE,0,FALSE
0,59,FALSE,0,FALSE
0,55,FALSE,0,FALSE
0,117,FALSE,0,FALSE
0,89,FALSE,1,FALSE
1,145,FALSE,2,TRUE
0,30,FALSE,0,FALSE
0,137,FALSE,1,FALSE
0,24,FALSE,0,FALSE
0,40,FALSE,0,FALSE
0,36,FALSE,0,FALSE
0,25,FALSE,0,FALSE
0,96,FALSE,1,FALSE
0,74,FALSE,0,FALSE
0,46,FALSE,0,FALSE
1,162,TRUE,2,TRUE
0,160,FALSE,0,FALSE
4,150,FALSE,1,TRUE
0,135,FALSE,0,TRUE
2,155,FALSE,4,TRUE
